pool,product_id,product_name,category,price,conversion_rate,popularity_score,avg_review_score,avg_disc,sales_count
爆款高转化池,P001439,H&M服装鞋包商品689,服装鞋包,161.95,0.4,0.65,4.5,0.14037643981736225,4683
爆款高转化池,P001443,新秀丽箱包配饰商品831,箱包配饰,430.73,0.4,0.44,4.5,0.16333675856673308,8754
爆款高转化池,P001449,冠能宠物用品商品397,宠物用品,306.19,0.6667,0.44,4.5,0.19183529070025304,4809
爆款高转化池,P001450,蒙牛食品生鲜商品102,食品生鲜,740.65,0.5556,0.69,4.33,0.19641041839784235,9319
爆款高转化池,P001452,皇家宠物用品商品574,宠物用品,893.57,0.5,0.43,4.33,0.1475132010544963,7999
爆款高转化池,P001453,三星手机数码商品106,手机数码,5116.48,0.75,0.32,4.5,0.11945331355387466,5382
爆款高转化池,P001454,金龙鱼食品生鲜商品209,食品生鲜,15.1,0.5,0.54,5.0,0.1266091902607502,3050
爆款高转化池,P001455,好奇母婴用品商品109,母婴用品,110.32,0.5714,0.45,4.25,0.18899909538465276,8061
爆款高转化池,P001457,飞鹤母婴用品商品599,母婴用品,16.84,0.6667,0.62,4.5,0.12482249986265066,4098
爆款高转化池,P001462,耐克服装鞋包商品391,服装鞋包,128.5,0.75,0.54,4.75,0.20631841895368228,6464
爆款高转化池,P001463,好奇母婴用品商品132,母婴用品,168.71,0.4,0.42,4.0,0.1957360670535267,3260
爆款高转化池,P001465,迪卡侬运动户外商品919,运动户外,684.92,0.5,0.4,4.5,0.15686989883392963,2087
爆款高转化池,P001467,兰蔻美妆护肤商品210,美妆护肤,1595.79,0.5455,0.69,4.8,0.18144262854592041,2066
爆款高转化池,P001469,三星手机数码商品539,手机数码,7823.29,0.5556,0.58,4.2,0.13801488791465236,131
爆款高转化池,P001471,潮宏基珠宝首饰商品353,珠宝首饰,1254.35,0.5,0.51,4.5,0.1625401419368849,8376
爆款高转化池,P001473,Swisse医药保健商品782,医药保健,822.4,0.4,0.4,4.0,0.09546979253604772,3250
爆款高转化池,P001478,OPPO手机数码商品193,手机数码,6982.63,0.5,0.54,5.0,0.12090141345489734,6231
爆款高转化池,P001479,花王母婴用品商品816,母婴用品,636.98,0.4444,0.64,4.5,0.14446943328544495,3791
爆款高转化池,P001482,金龙鱼食品生鲜商品828,食品生鲜,423.89,0.5,0.45,4.0,0.15685700077100606,5240
爆款高转化池,P001485,外交官箱包配饰商品541,箱包配饰,192.99,0.4286,0.52,4.5,0.16986017350579288,8049
爆款高转化池,P001489,诺誓礼品鲜花商品189,礼品鲜花,888.32,0.6667,0.76,4.33,0.151354668622463,2137
爆款高转化池,P001490,壳牌汽车用品商品142,汽车用品,4899.21,0.5714,0.92,4.4,0.18413209814567735,3120
爆款高转化池,P001492,花点时间礼品鲜花商品408,礼品鲜花,728.1,0.5556,0.61,4.0,0.1745264979074264,3309
爆款高转化池,P001495,圣象家居家装商品559,家居家装,633.57,0.4444,0.62,4.0,0.1732945869088713,1923
爆款高转化池,P001496,COACH箱包配饰商品169,箱包配饰,487.99,0.5714,0.48,4.0,0.16668028784235892,8581
爆款高转化池,P001500,H&M服装鞋包商品548,服装鞋包,1513.92,0.5,0.19,4.23,0.19685868317423963,6293
爆款高转化池,P001502,雅诗兰黛美妆护肤商品263,美妆护肤,1165.2,0.7143,0.52,5.0,0.12515693086001736,9701
爆款高转化池,P001504,同仁堂医药保健商品410,医药保健,853.95,0.4286,0.56,4.0,0.161420727353851,4855
爆款高转化池,P001505,同仁堂医药保健商品665,医药保健,127.91,0.5,0.68,4.5,0.15046690287850334,3668
爆款高转化池,P001506,OPPO手机数码商品398,手机数码,793.18,0.5,0.47,4.33,0.19390955624964987,2427
爆款高转化池,P001507,LV箱包配饰商品236,箱包配饰,277.73,0.5,0.79,4.8,0.18583429576307117,844
爆款高转化池,P001509,三星手机数码商品747,手机数码,5038.7,0.7,0.72,4.25,0.15901799537338124,6047
爆款高转化池,P001512,宜家家居家装商品740,家居家装,817.76,0.4,0.4,4.23,0.13065578059216637,5824
爆款高转化池,P001519,全友家居家居家装商品590,家居家装,102.75,0.5,0.4,4.0,0.09317367394366086,2973
爆款高转化池,P001526,Roseonly礼品鲜花商品486,礼品鲜花,390.15,0.5833,0.8,4.5,0.1591966284499575,1802
爆款高转化池,P001527,皇家宠物用品商品881,宠物用品,832.21,0.6667,0.43,4.33,0.09485977078798775,716
爆款高转化池,P001528,欧莱雅美妆护肤商品888,美妆护肤,213.01,0.5,0.35,5.0,0.11384199604944847,2336
爆款高转化池,P001529,3M汽车用品商品911,汽车用品,7747.71,0.5,0.16,5.0,0.05861357117413597,1742
爆款高转化池,P001533,美的家用电器商品656,家用电器,5690.31,0.4286,0.54,4.67,0.1502949122148292,8906
爆款高转化池,P001534,优衣库服装鞋包商品944,服装鞋包,136.83,0.5714,0.49,4.5,0.1764567707347055,8923
爆款高转化池,P001535,百草味食品生鲜商品623,食品生鲜,887.59,0.4286,0.52,4.67,0.1516954292815438,6804
爆款高转化池,P001536,雅诗兰黛美妆护肤商品329,美妆护肤,96.8,0.5,0.65,5.0,0.16354254352571243,6998
爆款高转化池,P001539,京东图书图书音像商品212,图书音像,232.28,0.5,0.56,5.0,0.13017115139822025,4617
爆款高转化池,P001542,好奇母婴用品商品714,母婴用品,189.55,0.5714,0.54,4.5,0.17310622173470108,6967
爆款高转化池,P001543,自然堂美妆护肤商品739,美妆护肤,1644.25,0.5,0.67,4.33,0.13783833998352724,5707
爆款高转化池,P001544,外交官箱包配饰商品377,箱包配饰,917.07,0.5,0.55,4.0,0.0990338540718234,6047
爆款高转化池,P001546,周大福珠宝首饰商品982,珠宝首饰,1869.54,0.8333,0.43,4.0,0.15642922600548967,2435
爆款高转化池,P001547,老凤祥珠宝首饰商品427,珠宝首饰,338.17,0.4286,0.52,4.67,0.15139084415700724,7318
爆款高转化池,P001551,人民邮电出版社图书音像商品523,图书音像,605.73,0.4444,0.55,4.0,0.15089120047436272,5463
爆款高转化池,P001553,迪卡侬运动户外商品645,运动户外,540.85,0.5,0.32,4.5,0.14411259277479305,3770
爆款高转化池,P001556,戴森家用电器商品102,家用电器,2024.6,0.5,0.57,4.67,0.17606915846612683,281
爆款高转化池,P001557,东鹏家居家装商品236,家居家装,921.7,0.5,0.35,4.0,0.11739290892227816,976
爆款高转化池,P001558,GUCCI箱包配饰商品469,箱包配饰,850.26,0.4,0.51,4.0,0.19514203027678206,2283
爆款高转化池,P001559,五粮液食品生鲜商品247,食品生鲜,836.9,0.4,0.59,5.0,0.16323229857748583,9035
爆款高转化池,P001561,小米手机数码商品220,手机数码,7715.39,0.4286,0.56,4.5,0.13033431946791774,2344
爆款高转化池,P001562,贝因美母婴用品商品812,母婴用品,965.26,0.6,0.5,4.0,0.14315601354354568,6089
爆款高转化池,P001563,华为手机数码商品778,手机数码,4862.05,0.4286,0.53,4.0,0.17832344593216262,7812
爆款高转化池,P001565,耐克服装鞋包商品178,服装鞋包,74.33,0.5714,0.53,4.33,0.1317269097361519,6823
爆款高转化池,P001568,人民邮电出版社图书音像商品811,图书音像,23.08,0.6,0.34,4.67,0.14705288700716557,1822
爆款高转化池,P001570,361度运动户外商品111,运动户外,402.43,0.5,0.73,4.4,0.14856196016415749,6940
爆款高转化池,P001574,Swisse医药保健商品510,医药保健,622.85,0.6667,0.41,4.33,0.13426197841396004,3586
爆款高转化池,P001575,爱他美母婴用品商品942,母婴用品,748.54,0.5455,0.64,4.33,0.12219526239938898,9163
爆款高转化池,P001577,马可波罗家居家装商品947,家居家装,386.67,0.4286,0.49,4.5,0.15549487457875782,895
爆款高转化池,P001580,OPPO手机数码商品388,手机数码,1720.7,0.75,0.32,4.5,0.0916571671933036,1744
爆款高转化池,P001582,西门子家用电器商品753,家用电器,7469.01,0.5455,0.87,4.2,0.12543792715269061,3937
爆款高转化池,P001585,三只松鼠食品生鲜商品465,食品生鲜,754.16,0.6,0.63,4.5,0.13956683182074275,6523
爆款高转化池,P001587,兰蔻美妆护肤商品439,美妆护肤,844.21,0.6667,0.5,4.5,0.10900274703589281,8250
爆款高转化池,P001588,H&M服装鞋包商品124,服装鞋包,1194.99,0.5455,0.69,4.75,0.14611712867444518,6260
爆款高转化池,P001589,中信出版社图书音像商品989,图书音像,853.51,0.8,0.33,4.33,0.06409484769879403,4753
爆款高转化池,P001590,SK-II美妆护肤商品798,美妆护肤,953.06,0.4286,0.5,4.67,0.15567585775035778,1528
爆款高转化池,P001594,金龙鱼食品生鲜商品738,食品生鲜,857.39,0.6667,0.3,5.0,0.16973035843178,7059
爆款高转化池,P001595,一加手机数码商品344,手机数码,2066.15,0.6667,0.26,4.0,0.17556701971372957,10000
爆款高转化池,P001597,优衣库服装鞋包商品246,服装鞋包,1544.32,0.4,0.69,4.67,0.1544037117182766,5071
爆款高转化池,P001602,米其林汽车用品商品226,汽车用品,7787.6,0.4545,0.78,4.4,0.17870545259128912,7999
爆款高转化池,P001604,比瑞吉宠物用品商品551,宠物用品,373.06,0.5,0.37,4.5,0.10260108724893661,5138
爆款高转化池,P001610,壳牌汽车用品商品457,汽车用品,3994.08,0.6,0.49,5.0,0.10607251709049856,8767
爆款高转化池,P001612,COACH箱包配饰商品886,箱包配饰,438.78,0.5,0.49,4.67,0.16868373320280164,6578
爆款高转化池,P001613,顾家家居家居家装商品424,家居家装,349.0,0.5714,0.41,4.67,0.1730534707423555,9901
爆款高转化池,P001614,京东图书图书音像商品819,图书音像,743.87,0.4,0.34,4.0,0.07946828695673562,1873
爆款高转化池,P001615,五粮液食品生鲜商品139,食品生鲜,549.63,0.4286,0.67,4.0,0.151790953582594,7699
爆款高转化池,P001617,潮宏基珠宝首饰商品163,珠宝首饰,1876.1,0.5556,0.71,4.5,0.19200811588180874,5922
爆款高转化池,P001621,飞鹤母婴用品商品405,母婴用品,875.04,0.4286,0.57,4.5,0.17290768498331407,7396
爆款高转化池,P001626,九芝堂医药保健商品463,医药保健,913.47,0.4,0.46,4.0,0.09788114716729249,9344
爆款高转化池,P001628,海尔家用电器商品840,家用电器,5509.72,0.8,0.34,4.5,0.1885647277407729,2369
爆款高转化池,P001630,Samsonite箱包配饰商品611,箱包配饰,865.66,0.4444,0.65,4.0,0.19482850647132102,1861
爆款高转化池,P001632,京东图书图书音像商品749,图书音像,454.84,0.5,0.44,4.5,0.1517752651294257,9476
爆款高转化池,P001633,优衣库服装鞋包商品323,服装鞋包,1504.13,0.4167,0.97,4.5,0.15896528507042454,3074
爆款高转化池,P001634,爱他美母婴用品商品715,母婴用品,383.78,0.6,0.64,4.0,0.15031782702156946,5703
爆款高转化池,P001640,好奇母婴用品商品281,母婴用品,557.23,0.5,0.54,4.5,0.14353741929785993,2664
爆款高转化池,P001642,博世汽车用品商品818,汽车用品,5152.82,0.8,0.41,4.67,0.11101146034495948,1625
爆款高转化池,P001643,ZARA服装鞋包商品191,服装鞋包,1316.77,0.4,0.4,5.0,0.16465833117004475,6738
爆款高转化池,P001644,波司登服装鞋包商品867,服装鞋包,1515.87,0.75,0.39,4.0,0.13988849446159135,8924
爆款高转化池,P001645,波司登服装鞋包商品615,服装鞋包,1183.41,0.4286,0.5,4.33,0.09123194789479895,534
爆款高转化池,P001650,骆驼运动户外商品374,运动户外,880.81,0.4,0.39,5.0,0.08688565904241413,4333
爆款高转化池,P001653,网易严选宠物用品商品443,宠物用品,178.71,0.8,0.41,4.5,0.11863003844203272,9374
爆款高转化池,P001655,施华洛世奇礼品鲜花商品502,礼品鲜花,830.26,0.5,0.38,4.5,0.07927893157163735,9467
爆款高转化池,P001659,潮宏基珠宝首饰商品963,珠宝首饰,1536.24,0.5556,0.58,4.5,0.15308734630326037,4263
爆款高转化池,P001661,一加手机数码商品111,手机数码,5216.71,0.8,0.44,4.0,0.17158995507360814,9720
爆款高转化池,P001663,诺誓礼品鲜花商品125,礼品鲜花,744.92,0.6667,0.35,4.0,0.10074322843712247,2138
爆款高转化池,P001667,百草味食品生鲜商品247,食品生鲜,631.16,0.5,0.34,5.0,0.16479760975616395,9492
爆款高转化池,P001672,波司登服装鞋包商品740,服装鞋包,198.81,0.4286,0.49,4.67,0.14303230317371654,6879
爆款高转化池,P001673,好奇母婴用品商品748,母婴用品,909.22,0.5,0.4,5.0,0.05988999528654888,2639
爆款高转化池,P001675,3M汽车用品商品220,汽车用品,7819.37,0.6364,0.81,4.4,0.18059379038146434,5681
爆款高转化池,P001678,安踏运动户外商品630,运动户外,516.63,0.5,0.31,4.5,0.12065061899745866,2496
爆款高转化池,P001680,全友家居家居家装商品325,家居家装,92.61,0.8,0.44,4.5,0.15894845547306743,2073
爆款高转化池,P001683,帮宝适母婴用品商品297,母婴用品,257.59,0.5,0.44,5.0,0.21543720207197706,3242
爆款高转化池,P001684,博世汽车用品商品502,汽车用品,1271.71,0.4,0.42,5.0,0.154545160547998,9626
爆款高转化池,P001685,良品铺子食品生鲜商品913,食品生鲜,213.77,0.4545,0.65,4.8,0.1264696420227448,7992
爆款高转化池,P001686,强生母婴用品商品533,母婴用品,600.37,0.5,0.51,4.0,0.1500500883661996,4451
爆款高转化池,P001687,网易严选宠物用品商品737,宠物用品,116.48,0.5714,0.63,5.0,0.1274299409960563,6275
爆款高转化池,P001689,京东图书图书音像商品134,图书音像,958.52,0.5,0.6,4.5,0.1469844073598932,4146
爆款高转化池,P001694,优衣库服装鞋包商品426,服装鞋包,1392.17,0.8,0.62,4.5,0.1804583725982615,5388
爆款高转化池,P001696,李宁运动户外商品494,运动户外,290.78,0.5,0.59,4.5,0.14380787365318343,3476
爆款高转化池,P001698,外交官箱包配饰商品687,箱包配饰,893.74,0.4615,0.97,4.25,0.1239972389624858,6909
爆款高转化池,P001700,美的家用电器商品921,家用电器,4204.51,0.6667,0.46,4.33,0.15919952769593698,766
爆款高转化池,P001701,福临门食品生鲜商品222,食品生鲜,132.85,0.8,0.46,5.0,0.08772524146252,2803
爆款高转化池,P001703,vivo手机数码商品118,手机数码,5327.5,0.4286,0.53,4.0,0.15430725336094472,9433
爆款高转化池,P001705,苹果手机数码商品445,手机数码,5335.82,0.5,0.52,4.67,0.21471114446146755,1137
爆款高转化池,P001706,当当图书音像商品949,图书音像,804.49,0.5833,0.79,5.0,0.15474068708354424,4931
爆款高转化池,P001708,哥伦比亚运动户外商品605,运动户外,616.2,0.5,0.39,5.0,0.1774045246662233,6444
爆款高转化池,P001709,五粮液食品生鲜商品605,食品生鲜,850.19,0.4286,0.47,4.0,0.17770413071753266,1989
爆款高转化池,P001710,网易严选宠物用品商品732,宠物用品,111.72,0.8,0.59,4.6,0.11611518220087261,3670
爆款高转化池,P001711,苹果手机数码商品242,手机数码,1288.52,0.4444,0.6,4.67,0.17116988304714265,5289
爆款高转化池,P001712,pidan宠物用品商品331,宠物用品,178.49,0.4,0.7,4.75,0.13684347015203038,3131
爆款高转化池,P001713,云南白药医药保健商品935,医药保健,903.85,0.4286,0.63,4.5,0.12874625348436514,80
爆款高转化池,P001715,优衣库服装鞋包商品411,服装鞋包,196.33,0.4,0.39,5.0,0.14423582177060323,5395
爆款高转化池,P001717,诺誓礼品鲜花商品222,礼品鲜花,135.03,0.5,0.51,4.0,0.19050531934154194,2424
爆款高转化池,P001718,潮宏基珠宝首饰商品752,珠宝首饰,921.22,0.5,0.61,5.0,0.1869231854004546,2004
爆款高转化池,P001719,探路者运动户外商品691,运动户外,483.15,0.5,0.71,5.0,0.10893283289902038,8029
爆款高转化池,P001721,阿迪达斯服装鞋包商品884,服装鞋包,627.66,0.4,0.71,4.5,0.18124457462558935,1356
爆款高转化池,P001722,曲美家居家装商品775,家居家装,650.66,0.6667,0.69,4.25,0.17367149561182516,3373
爆款高转化池,P001724,美的家用电器商品786,家用电器,2121.02,0.4286,0.48,4.5,0.16730849204225176,6308
爆款高转化池,P001726,施华洛世奇珠宝首饰商品878,珠宝首饰,1891.54,0.4167,0.76,4.4,0.15473000085606767,7438
爆款高转化池,P001727,米其林汽车用品商品968,汽车用品,4283.84,0.5,0.41,4.5,0.11617940648752177,2130
爆款高转化池,P001731,薇诺娜美妆护肤商品997,美妆护肤,258.99,0.75,0.34,4.67,0.05428647472800805,1805
爆款高转化池,P001732,美的家用电器商品571,家用电器,1902.72,0.4286,0.45,4.5,0.12317842932590005,468
爆款高转化池,P001734,ZARA服装鞋包商品462,服装鞋包,891.37,1.0,0.59,4.2,0.14761297729199097,2467
爆款高转化池,P001735,帮宝适母婴用品商品620,母婴用品,340.4,0.5,0.55,4.33,0.11690441383515457,7230
爆款高转化池,P001736,金龙鱼食品生鲜商品200,食品生鲜,58.64,0.5714,0.44,4.0,0.1494807546379245,6267
爆款高转化池,P001738,自然堂美妆护肤商品642,美妆护肤,1234.52,0.4286,0.65,4.0,0.14104265874685404,8497
爆款高转化池,P001740,耐克服装鞋包商品217,服装鞋包,153.62,0.7143,0.85,4.6,0.1356192578912482,584
爆款高转化池,P001745,博世汽车用品商品822,汽车用品,4972.35,0.4444,0.62,5.0,0.14623485765842864,50
爆款高转化池,P001747,同仁堂医药保健商品973,医药保健,907.6,0.6667,0.33,4.0,0.12673866046277793,3909
爆款高转化池,P001748,完美日记美妆护肤商品797,美妆护肤,185.44,0.6,0.39,4.67,0.2370443576038487,3069
爆款高转化池,P001749,东鹏家居家装商品245,家居家装,962.62,0.5556,0.55,4.33,0.17633677277244442,7775
爆款高转化池,P001752,花点时间礼品鲜花商品585,礼品鲜花,587.33,0.5,0.65,4.0,0.1447313458017758,8000
爆款高转化池,P001754,施华洛世奇礼品鲜花商品397,礼品鲜花,837.01,0.6667,0.62,4.33,0.1683402257393469,8606
爆款高转化池,P001755,361度运动户外商品873,运动户外,155.12,0.75,0.55,4.5,0.148581809631051,1538
爆款高转化池,P001757,人民邮电出版社图书音像商品459,图书音像,989.9,0.4,0.57,4.5,0.12735018540875429,4216
爆款高转化池,P001758,海康威视汽车用品商品359,汽车用品,3232.17,0.4444,0.63,4.67,0.17934155543034414,222
爆款高转化池,P001761,汤臣倍健医药保健商品251,医药保健,978.85,0.4,0.41,5.0,0.13195780907339094,3608
爆款高转化池,P001763,施华洛世奇礼品鲜花商品812,礼品鲜花,973.56,0.8,0.45,4.5,0.11371037599861769,5888
爆款高转化池,P001764,海尔家用电器商品298,家用电器,7404.85,0.625,0.56,4.33,0.11719947206128832,6189
爆款高转化池,P001765,壳牌汽车用品商品380,汽车用品,7078.58,0.7143,0.43,4.5,0.10337680773752643,8927
爆款高转化池,P001766,MK箱包配饰商品997,箱包配饰,531.64,0.5385,0.91,4.33,0.1475837193861244,4346
爆款高转化池,P001768,伊利食品生鲜商品295,食品生鲜,50.69,0.5714,0.82,4.38,0.14479274740517128,8520
爆款高转化池,P001769,云南白药医药保健商品954,医药保健,616.24,0.8,0.47,5.0,0.10837417514819561,7101
爆款高转化池,P001770,明牌珠宝首饰商品680,珠宝首饰,1937.9,0.4286,0.58,5.0,0.1877958355352401,5685
爆款高转化池,P001772,人民邮电出版社图书音像商品253,图书音像,527.95,0.5,0.6,5.0,0.06862259695145828,4747
爆款高转化池,P001773,潘多拉礼品鲜花商品780,礼品鲜花,170.98,0.6667,0.53,4.33,0.16297183915016192,7976
爆款高转化池,P001778,LV箱包配饰商品904,箱包配饰,860.42,0.5,0.57,4.67,0.10368535280851043,9187
爆款高转化池,P001780,飞鹤母婴用品商品397,母婴用品,226.67,0.5556,0.58,4.67,0.20517405381834541,7752
爆款高转化池,P001781,GUCCI箱包配饰商品354,箱包配饰,813.59,0.6,0.3,4.67,0.1176274699487708,6328
爆款高转化池,P001783,花点时间礼品鲜花商品277,礼品鲜花,568.27,0.6,0.5,4.5,0.12432400283651686,5283
爆款高转化池,P001784,老凤祥珠宝首饰商品799,珠宝首饰,1546.94,0.6667,0.78,4.6,0.12507222008897365,4096
爆款高转化池,P001785,珀莱雅美妆护肤商品667,美妆护肤,439.07,0.6667,0.58,4.25,0.1944745445700705,4997
爆款高转化池,P001786,阿迪达斯服装鞋包商品680,服装鞋包,1857.88,0.7143,0.49,4.67,0.16344078374405677,7555
爆款高转化池,P001787,361度运动户外商品484,运动户外,784.58,1.0,0.36,4.0,0.045810677461282645,7158
爆款高转化池,P001790,帮宝适母婴用品商品572,母婴用品,37.4,0.4286,0.54,4.0,0.06486204382282003,9157
爆款高转化池,P001792,六福珠宝珠宝首饰商品694,珠宝首饰,1048.8,0.7143,0.59,4.4,0.12010968243645359,2085
爆款高转化池,P001795,中信出版社图书音像商品571,图书音像,840.81,0.5455,0.75,4.33,0.16714239411570536,1387
爆款高转化池,P001797,顾家家居家居家装商品941,家居家装,297.67,0.4286,0.42,5.0,0.13209787865071962,7888
爆款高转化池,P001800,迪卡侬运动户外商品239,运动户外,231.31,0.7143,0.51,4.75,0.12103194960813327,2535
爆款高转化池,P001802,明牌珠宝首饰商品738,珠宝首饰,1391.16,0.4,0.37,5.0,0.18298227360683256,1879
爆款高转化池,P001805,荣耀手机数码商品500,手机数码,917.4,0.6667,0.5,4.0,0.1933211860087484,1995
爆款高转化池,P001807,耐威克宠物用品商品941,宠物用品,616.63,0.4286,0.51,4.33,0.11630901677831318,7194
爆款高转化池,P001808,冠能宠物用品商品542,宠物用品,154.78,0.6667,0.74,4.6,0.1774498591205047,354
爆款高转化池,P001809,SK-II美妆护肤商品938,美妆护肤,1501.97,0.6667,0.67,4.0,0.1310214684850579,3943
爆款高转化池,P001810,欧莱雅美妆护肤商品587,美妆护肤,986.91,0.5,0.42,4.33,0.20721944585125732,4742
爆款高转化池,P001811,壳牌汽车用品商品702,汽车用品,4197.23,0.8,0.4,4.0,0.1758327141320743,4508
爆款高转化池,P001813,帮宝适母婴用品商品251,母婴用品,37.69,0.6667,0.3,4.5,0.14107253910625062,7488
爆款高转化池,P001814,七匹狼服装鞋包商品111,服装鞋包,1182.05,0.6,0.43,4.67,0.13324849479770504,558
爆款高转化池,P001817,完美日记美妆护肤商品612,美妆护肤,1718.89,0.5,0.59,4.0,0.12879768945993128,8244
爆款高转化池,P001819,H&M服装鞋包商品771,服装鞋包,345.24,0.4,0.6,4.5,0.15685080023578413,9226
爆款高转化池,P001820,东鹏家居家装商品832,家居家装,860.08,0.5,0.54,5.0,0.08175316908784327,2294
爆款高转化池,P001822,强生母婴用品商品720,母婴用品,662.38,0.4444,0.62,4.33,0.13790440978459093,9437
爆款高转化池,P001828,H&M服装鞋包商品845,服装鞋包,1790.32,0.4,0.52,4.0,0.11143742565677983,6882
爆款高转化池,P001831,3M汽车用品商品278,汽车用品,2908.69,0.5,0.53,5.0,0.1994356789689089,7364
爆款高转化池,P001834,西门子家用电器商品859,家用电器,1715.67,0.5556,0.53,4.6,0.17377998856177404,8659
爆款高转化池,P001836,美的家用电器商品929,家用电器,1554.22,0.5556,0.52,4.25,0.16553178675466093,85
爆款高转化池,P001838,全友家居家居家装商品798,家居家装,732.68,0.4444,0.63,4.67,0.1478658839664723,8653
爆款高转化池,P001842,凌度汽车用品商品994,汽车用品,1031.51,0.4615,0.82,4.5,0.15210502623588634,1280
爆款高转化池,P001843,自然堂美妆护肤商品203,美妆护肤,279.96,0.4167,0.74,4.25,0.11113968472002739,3777
爆款高转化池,P001844,三星手机数码商品123,手机数码,2180.16,0.4286,0.55,4.33,0.12524051360428795,4749
爆款高转化池,P001849,3M汽车用品商品133,汽车用品,3035.34,0.6364,0.68,4.25,0.14877202999452319,4274
爆款高转化池,P001850,戴森家用电器商品883,家用电器,945.44,0.5455,0.74,4.75,0.19976456818266405,3346
爆款高转化池,P001853,新秀丽箱包配饰商品454,箱包配饰,981.25,0.4286,0.51,5.0,0.12092185369938865,6819
爆款高转化池,P001854,施华洛世奇礼品鲜花商品727,礼品鲜花,930.07,0.6667,0.3,5.0,0.1868051460904331,9034
爆款高转化池,P001855,京东图书图书音像商品377,图书音像,726.1,1.0,0.12,5.0,0.2595533910733557,1704
爆款高转化池,P001857,强生母婴用品商品410,母婴用品,783.73,0.5,0.75,4.0,0.12661811294657085,3731
爆款高转化池,P001859,始祖鸟运动户外商品798,运动户外,686.76,0.4286,0.52,4.5,0.09741100659192917,296
爆款高转化池,P001862,兰蔻美妆护肤商品548,美妆护肤,280.09,0.5,0.51,4.0,0.09203822476153002,6024
爆款高转化池,P001865,贝因美母婴用品商品921,母婴用品,24.75,0.6,0.62,4.6,0.22324672475467383,4094
爆款高转化池,P001866,皇家宠物用品商品178,宠物用品,66.09,0.4,0.57,4.25,0.17440279685262047,7185
爆款高转化池,P001868,固特异汽车用品商品399,汽车用品,1472.87,0.5,0.47,4.5,0.14062641138845072,6517
爆款高转化池,P001870,蒙牛食品生鲜商品606,食品生鲜,708.2,0.5,0.52,4.0,0.1431843139963861,5848
爆款高转化池,P001874,优衣库服装鞋包商品454,服装鞋包,1805.83,0.4,0.45,4.0,0.16703012600866493,7966
爆款高转化池,P001878,海康威视汽车用品商品216,汽车用品,659.67,0.6,0.74,4.75,0.1890622221192204,553
爆款高转化池,P001880,vivo手机数码商品975,手机数码,5073.11,0.5,0.48,4.67,0.11211627423560916,8115
爆款高转化池,P001881,一加手机数码商品493,手机数码,3830.15,0.4444,0.6,4.5,0.188025734986882,3677
爆款高转化池,P001882,小米家用电器商品288,家用电器,5449.44,0.5,0.46,4.0,0.14927479555503606,8724
爆款高转化池,P001885,LV箱包配饰商品929,箱包配饰,755.79,0.625,0.56,4.25,0.17398989738098716,3547
爆款高转化池,P001888,周生生珠宝首饰商品666,珠宝首饰,806.82,0.5,0.46,4.0,0.12225585412523972,4709
爆款高转化池,P001889,小佩宠物用品商品534,宠物用品,576.88,0.6667,0.51,4.5,0.1474220017251412,9311
爆款高转化池,P001890,潘多拉珠宝首饰商品266,珠宝首饰,1922.59,0.4,0.37,5.0,0.1196493455255444,7656
爆款高转化池,P001893,金龙鱼食品生鲜商品684,食品生鲜,400.66,0.4444,0.52,4.0,0.12510937283448764,4493
爆款高转化池,P001894,索菲亚家居家装商品775,家居家装,258.01,0.4444,0.63,4.0,0.10746288650128433,9961
爆款高转化池,P001895,华为手机数码商品414,手机数码,4763.31,0.5,0.46,4.23,0.10071038345937293,5259
爆款高转化池,P001900,顾家家居家居家装商品551,家居家装,188.01,0.6667,0.38,4.33,0.23930574505715108,4524
爆款高转化池,P001906,安踏运动户外商品714,运动户外,242.35,0.5,0.66,4.5,0.1612804121178173,1788
爆款高转化池,P001908,戴森家用电器商品684,家用电器,3285.2,0.4286,0.51,5.0,0.17170881835489596,6815
爆款高转化池,P001909,七匹狼服装鞋包商品996,服装鞋包,602.01,0.5,0.54,4.0,0.14934146783581445,404
爆款高转化池,P001911,博库网图书音像商品736,图书音像,40.85,0.5,0.32,4.0,0.2613635860795697,6034
爆款高转化池,P001912,vivo手机数码商品253,手机数码,7339.04,0.4,0.7,4.5,0.152319872658576,418
爆款高转化池,P001914,施华洛世奇珠宝首饰商品320,珠宝首饰,788.74,0.4,0.48,4.23,0.14785657415215703,9546
爆款高转化池,P001916,耐克服装鞋包商品678,服装鞋包,1031.82,0.4286,0.55,4.0,0.1964454246861536,9411
爆款高转化池,P001918,周大福珠宝首饰商品721,珠宝首饰,971.04,0.5556,0.63,4.5,0.17505630237420203,8592
爆款高转化池,P001920,蒙牛食品生鲜商品436,食品生鲜,250.64,0.4,0.38,4.0,0.10630153949156687,5930
爆款高转化池,P001921,苏泊尔家用电器商品422,家用电器,6111.41,0.4444,0.66,4.33,0.12447748870870114,1890
爆款高转化池,P001926,瑞士军威箱包配饰商品895,箱包配饰,910.17,0.4,0.75,4.5,0.11571058162707029,9580
爆款高转化池,P001927,米其林汽车用品商品720,汽车用品,2452.09,0.8571,0.64,4.5,0.19570647063118646,4700
爆款高转化池,P001928,圣象家居家装商品220,家居家装,90.69,0.4,0.5,5.0,0.18505212695822418,6898
