user_id,tier,top_category,pool,rec_rank,product_id,product_name
U000573,低意向,,高性价比优惠池,5,P001112,中信出版社图书音像商品870
U000691,低意向,礼品鲜花,高性价比优惠池,1,P000831,Roseonly礼品鲜花商品580
U000691,低意向,礼品鲜花,高性价比优惠池,2,P000680,施华洛世奇礼品鲜花商品208
U000691,低意向,礼品鲜花,高性价比优惠池,3,P001029,野兽派礼品鲜花商品389
U000691,低意向,礼品鲜花,高性价比优惠池,4,P000319,施华洛世奇礼品鲜花商品633
U000691,低意向,礼品鲜花,高性价比优惠池,5,P000890,潘多拉礼品鲜花商品586
U003354,低意向,母婴用品,高性价比优惠池,1,P001683,帮宝适母婴用品商品297
U003354,低意向,母婴用品,高性价比优惠池,2,P000635,贝因美母婴用品商品691
U003354,低意向,母婴用品,高性价比优惠池,3,P001865,贝因美母婴用品商品921
U003354,低意向,母婴用品,高性价比优惠池,4,P000991,帮宝适母婴用品商品195
U003354,低意向,母婴用品,高性价比优惠池,5,P001946,花王母婴用品商品688
U004100,低意向,美妆护肤,高性价比优惠池,1,P001748,完美日记美妆护肤商品797
U004100,低意向,美妆护肤,高性价比优惠池,2,P000034,雅诗兰黛美妆护肤商品818
U004100,低意向,美妆护肤,高性价比优惠池,3,P001010,雅诗兰黛美妆护肤商品295
U004100,低意向,美妆护肤,高性价比优惠池,4,P000095,欧莱雅美妆护肤商品977
U004100,低意向,美妆护肤,高性价比优惠池,5,P001810,欧莱雅美妆护肤商品587
U003388,低意向,美妆护肤,高性价比优惠池,1,P001748,完美日记美妆护肤商品797
U003388,低意向,美妆护肤,高性价比优惠池,2,P000034,雅诗兰黛美妆护肤商品818
U003388,低意向,美妆护肤,高性价比优惠池,3,P001010,雅诗兰黛美妆护肤商品295
U003388,低意向,美妆护肤,高性价比优惠池,4,P000095,欧莱雅美妆护肤商品977
U003388,低意向,美妆护肤,高性价比优惠池,5,P001810,欧莱雅美妆护肤商品587
U003527,低意向,汽车用品,高性价比优惠池,1,P001350,海康威视汽车用品商品339
U003527,低意向,汽车用品,高性价比优惠池,2,P001831,3M汽车用品商品278
U003527,低意向,汽车用品,高性价比优惠池,3,P000932,米其林汽车用品商品745
U003527,低意向,汽车用品,高性价比优惠池,4,P001413,3M汽车用品商品342
U003527,低意向,汽车用品,高性价比优惠池,5,P001281,卡仕达汽车用品商品144
U004479,低意向,运动户外,高性价比优惠池,1,P001637,李宁运动户外商品816
U004479,低意向,运动户外,高性价比优惠池,2,P001804,李宁运动户外商品353
U004479,低意向,运动户外,高性价比优惠池,3,P001967,探路者运动户外商品827
U004479,低意向,运动户外,高性价比优惠池,4,P000194,始祖鸟运动户外商品528
U004479,低意向,运动户外,高性价比优惠池,5,P000210,安踏运动户外商品113
U000909,低意向,珠宝首饰,高性价比优惠池,1,P000974,明牌珠宝首饰商品793
U000909,低意向,珠宝首饰,高性价比优惠池,2,P000711,老凤祥珠宝首饰商品116
U000909,低意向,珠宝首饰,高性价比优惠池,3,P001945,老凤祥珠宝首饰商品246
U000909,低意向,珠宝首饰,高性价比优惠池,4,P000774,周大福珠宝首饰商品251
U000909,低意向,珠宝首饰,高性价比优惠池,5,P001226,潮宏基珠宝首饰商品314
U004626,低意向,礼品鲜花,高性价比优惠池,1,P000831,Roseonly礼品鲜花商品580
U004626,低意向,礼品鲜花,高性价比优惠池,2,P000680,施华洛世奇礼品鲜花商品208
U004626,低意向,礼品鲜花,高性价比优惠池,3,P001029,野兽派礼品鲜花商品389
U004626,低意向,礼品鲜花,高性价比优惠池,4,P000319,施华洛世奇礼品鲜花商品633
U004626,低意向,礼品鲜花,高性价比优惠池,5,P000890,潘多拉礼品鲜花商品586
U004440,低意向,服装鞋包,高性价比优惠池,1,P001581,耐克服装鞋包商品711
U004440,低意向,服装鞋包,高性价比优惠池,2,P001100,H&M服装鞋包商品119
U004440,低意向,服装鞋包,高性价比优惠池,3,P000662,海澜之家服装鞋包商品964
U004440,低意向,服装鞋包,高性价比优惠池,4,P001462,耐克服装鞋包商品391
U004440,低意向,服装鞋包,高性价比优惠池,5,P000338,H&M服装鞋包商品587
U003180,低意向,手机数码,高性价比优惠池,1,P000518,一加手机数码商品882
U003180,低意向,手机数码,高性价比优惠池,2,P000173,OPPO手机数码商品663
U003180,低意向,手机数码,高性价比优惠池,3,P000438,OPPO手机数码商品771
U003180,低意向,手机数码,高性价比优惠池,4,P001705,苹果手机数码商品445
U003180,低意向,手机数码,高性价比优惠池,5,P000874,苹果手机数码商品704
U003331,低意向,珠宝首饰,高性价比优惠池,1,P000974,明牌珠宝首饰商品793
U003331,低意向,珠宝首饰,高性价比优惠池,2,P000711,老凤祥珠宝首饰商品116
U003331,低意向,珠宝首饰,高性价比优惠池,3,P001945,老凤祥珠宝首饰商品246
U003331,低意向,珠宝首饰,高性价比优惠池,4,P000774,周大福珠宝首饰商品251
U003331,低意向,珠宝首饰,高性价比优惠池,5,P001226,潮宏基珠宝首饰商品314
U003316,低意向,母婴用品,高性价比优惠池,1,P001683,帮宝适母婴用品商品297
U003316,低意向,母婴用品,高性价比优惠池,2,P000635,贝因美母婴用品商品691
U003316,低意向,母婴用品,高性价比优惠池,3,P001865,贝因美母婴用品商品921
U003316,低意向,母婴用品,高性价比优惠池,4,P000991,帮宝适母婴用品商品195
U003316,低意向,母婴用品,高性价比优惠池,5,P001946,花王母婴用品商品688
U001819,低意向,家居家装,高性价比优惠池,1,P001900,顾家家居家居家装商品551
U001819,低意向,家居家装,高性价比优惠池,2,P001343,曲美家居家装商品469
U001819,低意向,家居家装,高性价比优惠池,3,P000229,顾家家居家居家装商品198
U001819,低意向,家居家装,高性价比优惠池,4,P001466,马可波罗家居家装商品613
U001819,低意向,家居家装,高性价比优惠池,5,P001151,宜家家居家装商品838
U003155,低意向,母婴用品,高性价比优惠池,1,P001683,帮宝适母婴用品商品297
U003155,低意向,母婴用品,高性价比优惠池,2,P000635,贝因美母婴用品商品691
U003155,低意向,母婴用品,高性价比优惠池,3,P001865,贝因美母婴用品商品921
U003155,低意向,母婴用品,高性价比优惠池,4,P000991,帮宝适母婴用品商品195
U003155,低意向,母婴用品,高性价比优惠池,5,P001946,花王母婴用品商品688
U003713,低意向,汽车用品,高性价比优惠池,1,P001350,海康威视汽车用品商品339
U003713,低意向,汽车用品,高性价比优惠池,2,P001831,3M汽车用品商品278
U003713,低意向,汽车用品,高性价比优惠池,3,P000932,米其林汽车用品商品745
U003713,低意向,汽车用品,高性价比优惠池,4,P001413,3M汽车用品商品342
U003713,低意向,汽车用品,高性价比优惠池,5,P001281,卡仕达汽车用品商品144
U000117,低意向,母婴用品,高性价比优惠池,1,P001683,帮宝适母婴用品商品297
U000117,低意向,母婴用品,高性价比优惠池,2,P000635,贝因美母婴用品商品691
U000117,低意向,母婴用品,高性价比优惠池,3,P001865,贝因美母婴用品商品921
U000117,低意向,母婴用品,高性价比优惠池,4,P000991,帮宝适母婴用品商品195
U000117,低意向,母婴用品,高性价比优惠池,5,P001946,花王母婴用品商品688
U002882,低意向,家居家装,高性价比优惠池,1,P001900,顾家家居家居家装商品551
U002882,低意向,家居家装,高性价比优惠池,2,P001343,曲美家居家装商品469
U002882,低意向,家居家装,高性价比优惠池,3,P000229,顾家家居家居家装商品198
U002882,低意向,家居家装,高性价比优惠池,4,P001466,马可波罗家居家装商品613
U002882,低意向,家居家装,高性价比优惠池,5,P001151,宜家家居家装商品838
U002963,低意向,图书音像,高性价比优惠池,1,P001855,京东图书图书音像商品377
U002963,低意向,图书音像,高性价比优惠池,2,P001112,中信出版社图书音像商品870
U002963,低意向,图书音像,高性价比优惠池,3,P000053,京东图书图书音像商品199
U002963,低意向,图书音像,高性价比优惠池,4,P001974,博库网图书音像商品353
U002963,低意向,图书音像,高性价比优惠池,5,P001212,新华书店图书音像商品518
U004688,低意向,母婴用品,高性价比优惠池,1,P001683,帮宝适母婴用品商品297
U004688,低意向,母婴用品,高性价比优惠池,2,P000635,贝因美母婴用品商品691
U004688,低意向,母婴用品,高性价比优惠池,3,P001865,贝因美母婴用品商品921
U004688,低意向,母婴用品,高性价比优惠池,4,P000991,帮宝适母婴用品商品195
U004688,低意向,母婴用品,高性价比优惠池,5,P001946,花王母婴用品商品688
U003459,低意向,运动户外,高性价比优惠池,1,P001637,李宁运动户外商品816
U003459,低意向,运动户外,高性价比优惠池,2,P001804,李宁运动户外商品353
U003459,低意向,运动户外,高性价比优惠池,3,P001967,探路者运动户外商品827
U003459,低意向,运动户外,高性价比优惠池,4,P000194,始祖鸟运动户外商品528
U003459,低意向,运动户外,高性价比优惠池,5,P000210,安踏运动户外商品113
U002583,低意向,宠物用品,高性价比优惠池,1,P000174,麦富迪宠物用品商品180
U002583,低意向,宠物用品,高性价比优惠池,2,P001336,比瑞吉宠物用品商品181
U002583,低意向,宠物用品,高性价比优惠池,3,P001123,麦富迪宠物用品商品699
U002583,低意向,宠物用品,高性价比优惠池,4,P000231,pidan宠物用品商品955
U002583,低意向,宠物用品,高性价比优惠池,5,P001759,网易严选宠物用品商品408
U003246,低意向,医药保健,高性价比优惠池,1,P000765,善存医药保健商品608
U003246,低意向,医药保健,高性价比优惠池,2,P000827,Swisse医药保健商品414
U003246,低意向,医药保健,高性价比优惠池,3,P001891,Swisse医药保健商品235
U003246,低意向,医药保健,高性价比优惠池,4,P000351,汤臣倍健医药保健商品112
U003246,低意向,医药保健,高性价比优惠池,5,P000793,九芝堂医药保健商品478
U000173,低意向,礼品鲜花,高性价比优惠池,1,P000831,Roseonly礼品鲜花商品580
U000173,低意向,礼品鲜花,高性价比优惠池,2,P000680,施华洛世奇礼品鲜花商品208
U000173,低意向,礼品鲜花,高性价比优惠池,3,P001029,野兽派礼品鲜花商品389
U000173,低意向,礼品鲜花,高性价比优惠池,4,P000319,施华洛世奇礼品鲜花商品633
U000173,低意向,礼品鲜花,高性价比优惠池,5,P000890,潘多拉礼品鲜花商品586
U002948,低意向,珠宝首饰,高性价比优惠池,1,P000974,明牌珠宝首饰商品793
U002948,低意向,珠宝首饰,高性价比优惠池,2,P000711,老凤祥珠宝首饰商品116
U002948,低意向,珠宝首饰,高性价比优惠池,3,P001945,老凤祥珠宝首饰商品246
U002948,低意向,珠宝首饰,高性价比优惠池,4,P000774,周大福珠宝首饰商品251
U002948,低意向,珠宝首饰,高性价比优惠池,5,P001226,潮宏基珠宝首饰商品314
U000549,低意向,宠物用品,高性价比优惠池,1,P000174,麦富迪宠物用品商品180
U000549,低意向,宠物用品,高性价比优惠池,2,P001336,比瑞吉宠物用品商品181
U000549,低意向,宠物用品,高性价比优惠池,3,P001123,麦富迪宠物用品商品699
U000549,低意向,宠物用品,高性价比优惠池,4,P000231,pidan宠物用品商品955
U000549,低意向,宠物用品,高性价比优惠池,5,P001759,网易严选宠物用品商品408
U002173,低意向,美妆护肤,高性价比优惠池,1,P001748,完美日记美妆护肤商品797
U002173,低意向,美妆护肤,高性价比优惠池,2,P000034,雅诗兰黛美妆护肤商品818
U002173,低意向,美妆护肤,高性价比优惠池,3,P001010,雅诗兰黛美妆护肤商品295
U002173,低意向,美妆护肤,高性价比优惠池,4,P000095,欧莱雅美妆护肤商品977
U002173,低意向,美妆护肤,高性价比优惠池,5,P001810,欧莱雅美妆护肤商品587
U001755,低意向,家居家装,高性价比优惠池,1,P001900,顾家家居家居家装商品551
U001755,低意向,家居家装,高性价比优惠池,2,P001343,曲美家居家装商品469
U001755,低意向,家居家装,高性价比优惠池,3,P000229,顾家家居家居家装商品198
U001755,低意向,家居家装,高性价比优惠池,4,P001466,马可波罗家居家装商品613
U001755,低意向,家居家装,高性价比优惠池,5,P001151,宜家家居家装商品838
U003147,低意向,医药保健,高性价比优惠池,1,P000765,善存医药保健商品608
U003147,低意向,医药保健,高性价比优惠池,2,P000827,Swisse医药保健商品414
U003147,低意向,医药保健,高性价比优惠池,3,P001891,Swisse医药保健商品235
U003147,低意向,医药保健,高性价比优惠池,4,P000351,汤臣倍健医药保健商品112
U003147,低意向,医药保健,高性价比优惠池,5,P000793,九芝堂医药保健商品478
U003677,低意向,宠物用品,高性价比优惠池,1,P000174,麦富迪宠物用品商品180
U003677,低意向,宠物用品,高性价比优惠池,2,P001336,比瑞吉宠物用品商品181
U003677,低意向,宠物用品,高性价比优惠池,3,P001123,麦富迪宠物用品商品699
U003677,低意向,宠物用品,高性价比优惠池,4,P000231,pidan宠物用品商品955
U003677,低意向,宠物用品,高性价比优惠池,5,P001759,网易严选宠物用品商品408
U001119,低意向,服装鞋包,高性价比优惠池,1,P001581,耐克服装鞋包商品711
U001119,低意向,服装鞋包,高性价比优惠池,2,P001100,H&M服装鞋包商品119
U001119,低意向,服装鞋包,高性价比优惠池,3,P000662,海澜之家服装鞋包商品964
U001119,低意向,服装鞋包,高性价比优惠池,4,P001462,耐克服装鞋包商品391
U001119,低意向,服装鞋包,高性价比优惠池,5,P000338,H&M服装鞋包商品587
U001241,低意向,食品生鲜,高性价比优惠池,1,P000995,良品铺子食品生鲜商品230
U001241,低意向,食品生鲜,高性价比优惠池,2,P001113,三只松鼠食品生鲜商品425
U001241,低意向,食品生鲜,高性价比优惠池,3,P000246,蒙牛食品生鲜商品866
U001241,低意向,食品生鲜,高性价比优惠池,4,P001573,百草味食品生鲜商品634
U001241,低意向,食品生鲜,高性价比优惠池,5,P000063,百草味食品生鲜商品504
U002240,低意向,食品生鲜,高性价比优惠池,1,P000995,良品铺子食品生鲜商品230
U002240,低意向,食品生鲜,高性价比优惠池,2,P001113,三只松鼠食品生鲜商品425
U002240,低意向,食品生鲜,高性价比优惠池,3,P000246,蒙牛食品生鲜商品866
U002240,低意向,食品生鲜,高性价比优惠池,4,P001573,百草味食品生鲜商品634
U002240,低意向,食品生鲜,高性价比优惠池,5,P000063,百草味食品生鲜商品504
U001322,低意向,箱包配饰,高性价比优惠池,1,P000702,LV箱包配饰商品940
U001322,低意向,箱包配饰,高性价比优惠池,2,P001253,Samsonite箱包配饰商品380
U001322,低意向,箱包配饰,高性价比优惠池,3,P001930,Samsonite箱包配饰商品997
U001322,低意向,箱包配饰,高性价比优惠池,4,P000361,GUCCI箱包配饰商品904
U001322,低意向,箱包配饰,高性价比优惠池,5,P000987,Samsonite箱包配饰商品467
U002232,低意向,母婴用品,高性价比优惠池,1,P001683,帮宝适母婴用品商品297
U002232,低意向,母婴用品,高性价比优惠池,2,P000635,贝因美母婴用品商品691
U002232,低意向,母婴用品,高性价比优惠池,3,P001865,贝因美母婴用品商品921
U002232,低意向,母婴用品,高性价比优惠池,4,P000991,帮宝适母婴用品商品195
U002232,低意向,母婴用品,高性价比优惠池,5,P001946,花王母婴用品商品688
U004539,低意向,美妆护肤,高性价比优惠池,1,P001748,完美日记美妆护肤商品797
U004539,低意向,美妆护肤,高性价比优惠池,2,P000034,雅诗兰黛美妆护肤商品818
U004539,低意向,美妆护肤,高性价比优惠池,3,P001010,雅诗兰黛美妆护肤商品295
U004539,低意向,美妆护肤,高性价比优惠池,4,P000095,欧莱雅美妆护肤商品977
U004539,低意向,美妆护肤,高性价比优惠池,5,P001810,欧莱雅美妆护肤商品587
U001796,低意向,美妆护肤,高性价比优惠池,1,P001748,完美日记美妆护肤商品797
U001796,低意向,美妆护肤,高性价比优惠池,2,P000034,雅诗兰黛美妆护肤商品818
U001796,低意向,美妆护肤,高性价比优惠池,3,P001010,雅诗兰黛美妆护肤商品295
U001796,低意向,美妆护肤,高性价比优惠池,4,P000095,欧莱雅美妆护肤商品977
U001796,低意向,美妆护肤,高性价比优惠池,5,P001810,欧莱雅美妆护肤商品587
U000588,低意向,母婴用品,高性价比优惠池,1,P001683,帮宝适母婴用品商品297
U000588,低意向,母婴用品,高性价比优惠池,2,P000635,贝因美母婴用品商品691
U000588,低意向,母婴用品,高性价比优惠池,3,P001865,贝因美母婴用品商品921
U000588,低意向,母婴用品,高性价比优惠池,4,P000991,帮宝适母婴用品商品195
U000588,低意向,母婴用品,高性价比优惠池,5,P001946,花王母婴用品商品688
U002538,低意向,图书音像,高性价比优惠池,1,P001855,京东图书图书音像商品377
U002538,低意向,图书音像,高性价比优惠池,2,P001112,中信出版社图书音像商品870
U002538,低意向,图书音像,高性价比优惠池,3,P000053,京东图书图书音像商品199
U002538,低意向,图书音像,高性价比优惠池,4,P001974,博库网图书音像商品353
U002538,低意向,图书音像,高性价比优惠池,5,P001212,新华书店图书音像商品518
U003831,低意向,礼品鲜花,高性价比优惠池,1,P000831,Roseonly礼品鲜花商品580
U003831,低意向,礼品鲜花,高性价比优惠池,2,P000680,施华洛世奇礼品鲜花商品208
U003831,低意向,礼品鲜花,高性价比优惠池,3,P001029,野兽派礼品鲜花商品389
U003831,低意向,礼品鲜花,高性价比优惠池,4,P000319,施华洛世奇礼品鲜花商品633
U003831,低意向,礼品鲜花,高性价比优惠池,5,P000890,潘多拉礼品鲜花商品586
U003228,低意向,珠宝首饰,高性价比优惠池,1,P000974,明牌珠宝首饰商品793
U003228,低意向,珠宝首饰,高性价比优惠池,2,P000711,老凤祥珠宝首饰商品116
U003228,低意向,珠宝首饰,高性价比优惠池,3,P001945,老凤祥珠宝首饰商品246
U003228,低意向,珠宝首饰,高性价比优惠池,4,P000774,周大福珠宝首饰商品251
U003228,低意向,珠宝首饰,高性价比优惠池,5,P001226,潮宏基珠宝首饰商品314
U001065,低意向,医药保健,高性价比优惠池,1,P000765,善存医药保健商品608
U001065,低意向,医药保健,高性价比优惠池,2,P000827,Swisse医药保健商品414
U001065,低意向,医药保健,高性价比优惠池,3,P001891,Swisse医药保健商品235
U001065,低意向,医药保健,高性价比优惠池,4,P000351,汤臣倍健医药保健商品112
U001065,低意向,医药保健,高性价比优惠池,5,P000793,九芝堂医药保健商品478
U003028,低意向,食品生鲜,高性价比优惠池,1,P000995,良品铺子食品生鲜商品230
U003028,低意向,食品生鲜,高性价比优惠池,2,P001113,三只松鼠食品生鲜商品425
U003028,低意向,食品生鲜,高性价比优惠池,3,P000246,蒙牛食品生鲜商品866
U003028,低意向,食品生鲜,高性价比优惠池,4,P001573,百草味食品生鲜商品634
U003028,低意向,食品生鲜,高性价比优惠池,5,P000063,百草味食品生鲜商品504
U001549,低意向,宠物用品,高性价比优惠池,1,P000174,麦富迪宠物用品商品180
U001549,低意向,宠物用品,高性价比优惠池,2,P001336,比瑞吉宠物用品商品181
U001549,低意向,宠物用品,高性价比优惠池,3,P001123,麦富迪宠物用品商品699
U001549,低意向,宠物用品,高性价比优惠池,4,P000231,pidan宠物用品商品955
U001549,低意向,宠物用品,高性价比优惠池,5,P001759,网易严选宠物用品商品408
U002736,低意向,手机数码,高性价比优惠池,1,P000518,一加手机数码商品882
U002736,低意向,手机数码,高性价比优惠池,2,P000173,OPPO手机数码商品663
U002736,低意向,手机数码,高性价比优惠池,3,P000438,OPPO手机数码商品771
U002736,低意向,手机数码,高性价比优惠池,4,P001705,苹果手机数码商品445
U002736,低意向,手机数码,高性价比优惠池,5,P000874,苹果手机数码商品704
U000292,低意向,家居家装,高性价比优惠池,1,P001900,顾家家居家居家装商品551
U000292,低意向,家居家装,高性价比优惠池,2,P001343,曲美家居家装商品469
U000292,低意向,家居家装,高性价比优惠池,3,P000229,顾家家居家居家装商品198
U000292,低意向,家居家装,高性价比优惠池,4,P001466,马可波罗家居家装商品613
U000292,低意向,家居家装,高性价比优惠池,5,P001151,宜家家居家装商品838
U000995,低意向,家居家装,高性价比优惠池,1,P001900,顾家家居家居家装商品551
U000995,低意向,家居家装,高性价比优惠池,2,P001343,曲美家居家装商品469
U000995,低意向,家居家装,高性价比优惠池,3,P000229,顾家家居家居家装商品198
U000995,低意向,家居家装,高性价比优惠池,4,P001466,马可波罗家居家装商品613
U000995,低意向,家居家装,高性价比优惠池,5,P001151,宜家家居家装商品838
U002881,低意向,图书音像,高性价比优惠池,1,P001855,京东图书图书音像商品377
U002881,低意向,图书音像,高性价比优惠池,2,P001112,中信出版社图书音像商品870
U002881,低意向,图书音像,高性价比优惠池,3,P000053,京东图书图书音像商品199
U002881,低意向,图书音像,高性价比优惠池,4,P001974,博库网图书音像商品353
U002881,低意向,图书音像,高性价比优惠池,5,P001212,新华书店图书音像商品518
U003298,低意向,服装鞋包,高性价比优惠池,1,P001581,耐克服装鞋包商品711
U003298,低意向,服装鞋包,高性价比优惠池,2,P001100,H&M服装鞋包商品119
U003298,低意向,服装鞋包,高性价比优惠池,3,P000662,海澜之家服装鞋包商品964
U003298,低意向,服装鞋包,高性价比优惠池,4,P001462,耐克服装鞋包商品391
U003298,低意向,服装鞋包,高性价比优惠池,5,P000338,H&M服装鞋包商品587
U000546,低意向,家居家装,高性价比优惠池,1,P001900,顾家家居家居家装商品551
U000546,低意向,家居家装,高性价比优惠池,2,P001343,曲美家居家装商品469
U000546,低意向,家居家装,高性价比优惠池,3,P000229,顾家家居家居家装商品198
U000546,低意向,家居家装,高性价比优惠池,4,P001466,马可波罗家居家装商品613
U000546,低意向,家居家装,高性价比优惠池,5,P001151,宜家家居家装商品838
U002634,低意向,家居家装,高性价比优惠池,1,P001900,顾家家居家居家装商品551
U002634,低意向,家居家装,高性价比优惠池,2,P001343,曲美家居家装商品469
U002634,低意向,家居家装,高性价比优惠池,3,P000229,顾家家居家居家装商品198
U002634,低意向,家居家装,高性价比优惠池,4,P001466,马可波罗家居家装商品613
U002634,低意向,家居家装,高性价比优惠池,5,P001151,宜家家居家装商品838
U004762,低意向,母婴用品,高性价比优惠池,1,P001683,帮宝适母婴用品商品297
U004762,低意向,母婴用品,高性价比优惠池,2,P000635,贝因美母婴用品商品691
U004762,低意向,母婴用品,高性价比优惠池,3,P001865,贝因美母婴用品商品921
U004762,低意向,母婴用品,高性价比优惠池,4,P000991,帮宝适母婴用品商品195
U004762,低意向,母婴用品,高性价比优惠池,5,P001946,花王母婴用品商品688
U001929,低意向,手机数码,高性价比优惠池,1,P000518,一加手机数码商品882
U001929,低意向,手机数码,高性价比优惠池,2,P000173,OPPO手机数码商品663
U001929,低意向,手机数码,高性价比优惠池,3,P000438,OPPO手机数码商品771
U001929,低意向,手机数码,高性价比优惠池,4,P001705,苹果手机数码商品445
U001929,低意向,手机数码,高性价比优惠池,5,P000874,苹果手机数码商品704
U000754,低意向,珠宝首饰,高性价比优惠池,1,P000974,明牌珠宝首饰商品793
U000754,低意向,珠宝首饰,高性价比优惠池,2,P000711,老凤祥珠宝首饰商品116
U000754,低意向,珠宝首饰,高性价比优惠池,3,P001945,老凤祥珠宝首饰商品246
U000754,低意向,珠宝首饰,高性价比优惠池,4,P000774,周大福珠宝首饰商品251
U000754,低意向,珠宝首饰,高性价比优惠池,5,P001226,潮宏基珠宝首饰商品314
U004732,低意向,母婴用品,高性价比优惠池,1,P001683,帮宝适母婴用品商品297
U004732,低意向,母婴用品,高性价比优惠池,2,P000635,贝因美母婴用品商品691
U004732,低意向,母婴用品,高性价比优惠池,3,P001865,贝因美母婴用品商品921
U004732,低意向,母婴用品,高性价比优惠池,4,P000991,帮宝适母婴用品商品195
U004732,低意向,母婴用品,高性价比优惠池,5,P001946,花王母婴用品商品688
U004887,低意向,母婴用品,高性价比优惠池,1,P001683,帮宝适母婴用品商品297
U004887,低意向,母婴用品,高性价比优惠池,2,P000635,贝因美母婴用品商品691
U004887,低意向,母婴用品,高性价比优惠池,3,P001865,贝因美母婴用品商品921
U004887,低意向,母婴用品,高性价比优惠池,4,P000991,帮宝适母婴用品商品195
U004887,低意向,母婴用品,高性价比优惠池,5,P001946,花王母婴用品商品688
U001788,低意向,图书音像,高性价比优惠池,1,P001855,京东图书图书音像商品377
U001788,低意向,图书音像,高性价比优惠池,2,P001112,中信出版社图书音像商品870
U001788,低意向,图书音像,高性价比优惠池,3,P000053,京东图书图书音像商品199
U001788,低意向,图书音像,高性价比优惠池,4,P001974,博库网图书音像商品353
U001788,低意向,图书音像,高性价比优惠池,5,P001212,新华书店图书音像商品518
U000211,低意向,珠宝首饰,高性价比优惠池,1,P000974,明牌珠宝首饰商品793
U000211,低意向,珠宝首饰,高性价比优惠池,2,P000711,老凤祥珠宝首饰商品116
U000211,低意向,珠宝首饰,高性价比优惠池,3,P001945,老凤祥珠宝首饰商品246
U000211,低意向,珠宝首饰,高性价比优惠池,4,P000774,周大福珠宝首饰商品251
U000211,低意向,珠宝首饰,高性价比优惠池,5,P001226,潮宏基珠宝首饰商品314
U000776,低意向,手机数码,高性价比优惠池,1,P000518,一加手机数码商品882
U000776,低意向,手机数码,高性价比优惠池,2,P000173,OPPO手机数码商品663
U000776,低意向,手机数码,高性价比优惠池,3,P000438,OPPO手机数码商品771
U000776,低意向,手机数码,高性价比优惠池,4,P001705,苹果手机数码商品445
U000776,低意向,手机数码,高性价比优惠池,5,P000874,苹果手机数码商品704
U001866,低意向,美妆护肤,高性价比优惠池,1,P001748,完美日记美妆护肤商品797
U001866,低意向,美妆护肤,高性价比优惠池,2,P000034,雅诗兰黛美妆护肤商品818
U001866,低意向,美妆护肤,高性价比优惠池,3,P001010,雅诗兰黛美妆护肤商品295
U001866,低意向,美妆护肤,高性价比优惠池,4,P000095,欧莱雅美妆护肤商品977
U001866,低意向,美妆护肤,高性价比优惠池,5,P001810,欧莱雅美妆护肤商品587
U001158,低意向,宠物用品,高性价比优惠池,1,P000174,麦富迪宠物用品商品180
U001158,低意向,宠物用品,高性价比优惠池,2,P001336,比瑞吉宠物用品商品181
U001158,低意向,宠物用品,高性价比优惠池,3,P001123,麦富迪宠物用品商品699
U001158,低意向,宠物用品,高性价比优惠池,4,P000231,pidan宠物用品商品955
U001158,低意向,宠物用品,高性价比优惠池,5,P001759,网易严选宠物用品商品408
U000030,低意向,箱包配饰,高性价比优惠池,1,P000702,LV箱包配饰商品940
U000030,低意向,箱包配饰,高性价比优惠池,2,P001253,Samsonite箱包配饰商品380
U000030,低意向,箱包配饰,高性价比优惠池,3,P001930,Samsonite箱包配饰商品997
U000030,低意向,箱包配饰,高性价比优惠池,4,P000361,GUCCI箱包配饰商品904
U000030,低意向,箱包配饰,高性价比优惠池,5,P000987,Samsonite箱包配饰商品467
U003274,低意向,母婴用品,高性价比优惠池,1,P001683,帮宝适母婴用品商品297
U003274,低意向,母婴用品,高性价比优惠池,2,P000635,贝因美母婴用品商品691
U003274,低意向,母婴用品,高性价比优惠池,3,P001865,贝因美母婴用品商品921
U003274,低意向,母婴用品,高性价比优惠池,4,P000991,帮宝适母婴用品商品195
U003274,低意向,母婴用品,高性价比优惠池,5,P001946,花王母婴用品商品688
U004453,低意向,食品生鲜,高性价比优惠池,1,P000995,良品铺子食品生鲜商品230
U004453,低意向,食品生鲜,高性价比优惠池,2,P001113,三只松鼠食品生鲜商品425
U004453,低意向,食品生鲜,高性价比优惠池,3,P000246,蒙牛食品生鲜商品866
U004453,低意向,食品生鲜,高性价比优惠池,4,P001573,百草味食品生鲜商品634
U004453,低意向,食品生鲜,高性价比优惠池,5,P000063,百草味食品生鲜商品504
U000269,低意向,服装鞋包,高性价比优惠池,1,P001581,耐克服装鞋包商品711
U000269,低意向,服装鞋包,高性价比优惠池,2,P001100,H&M服装鞋包商品119
U000269,低意向,服装鞋包,高性价比优惠池,3,P000662,海澜之家服装鞋包商品964
U000269,低意向,服装鞋包,高性价比优惠池,4,P001462,耐克服装鞋包商品391
U000269,低意向,服装鞋包,高性价比优惠池,5,P000338,H&M服装鞋包商品587
U000593,低意向,家用电器,高性价比优惠池,1,P001338,苏泊尔家用电器商品596
U000593,低意向,家用电器,高性价比优惠池,2,P000409,苏泊尔家用电器商品852
U000593,低意向,家用电器,高性价比优惠池,3,P001480,戴森家用电器商品536
U000593,低意向,家用电器,高性价比优惠池,4,P001850,戴森家用电器商品883
U000593,低意向,家用电器,高性价比优惠池,5,P001635,西门子家用电器商品795
