rank,user_id,purchase_intent,predicted_intent,intent_tier,top_category,rec_pool,rec_product_ids,rec_product_names
3051,U004337,0.1163,0.203692,低意向,运动户外,高性价比优惠池,P001637|P001804|P001967|P000194|P000210,李宁运动户外商品816|李宁运动户外商品353|探路者运动户外商品827|始祖鸟运动户外商品528|安踏运动户外商品113
3052,U000667,0.1162,0.171948,低意向,箱包配饰,高性价比优惠池,P000702|P001253|P001930|P000361|P000987,LV箱包配饰商品940|Samsonite箱包配饰商品380|Samsonite箱包配饰商品997|GUCCI箱包配饰商品904|Samsonite箱包配饰商品467
3053,U003037,0.1162,0.267478,低意向,图书音像,高性价比优惠池,P001855|P001112|P000053|P001974|P001212,京东图书图书音像商品377|中信出版社图书音像商品870|京东图书图书音像商品199|博库网图书音像商品353|新华书店图书音像商品518
3054,U000618,0.1161,0.164468,低意向,宠物用品,高性价比优惠池,P000174|P001336|P001123|P000231|P001759,麦富迪宠物用品商品180|比瑞吉宠物用品商品181|麦富迪宠物用品商品699|pidan宠物用品商品955|网易严选宠物用品商品408
3055,U002254,0.1159,0.163936,低意向,箱包配饰,高性价比优惠池,P000702|P001253|P001930|P000361|P000987,LV箱包配饰商品940|Samsonite箱包配饰商品380|Samsonite箱包配饰商品997|GUCCI箱包配饰商品904|Samsonite箱包配饰商品467
3056,U002802,0.1159,0.262874,低意向,服装鞋包,高性价比优惠池,P001581|P001100|P000662|P001462|P000338,耐克服装鞋包商品711|H&M服装鞋包商品119|海澜之家服装鞋包商品964|耐克服装鞋包商品391|H&M服装鞋包商品587
3057,U004648,0.1158,0.232025,低意向,图书音像,高性价比优惠池,P001855|P001112|P000053|P001974|P001212,京东图书图书音像商品377|中信出版社图书音像商品870|京东图书图书音像商品199|博库网图书音像商品353|新华书店图书音像商品518
3058,U003866,0.1157,0.160545,低意向,图书音像,高性价比优惠池,P001855|P001112|P000053|P001974|P001212,京东图书图书音像商品377|中信出版社图书音像商品870|京东图书图书音像商品199|博库网图书音像商品353|新华书店图书音像商品518
3059,U004604,0.1157,0.159459,低意向,汽车用品,高性价比优惠池,P001350|P001831|P000932|P001413|P001281,海康威视汽车用品商品339|3M汽车用品商品278|米其林汽车用品商品745|3M汽车用品商品342|卡仕达汽车用品商品144
3060,U003763,0.1156,0.171705,低意向,箱包配饰,高性价比优惠池,P000702|P001253|P001930|P000361|P000987,LV箱包配饰商品940|Samsonite箱包配饰商品380|Samsonite箱包配饰商品997|GUCCI箱包配饰商品904|Samsonite箱包配饰商品467
3061,U004697,0.1155,0.261022,低意向,汽车用品,高性价比优惠池,P001350|P001831|P000932|P001413|P001281,海康威视汽车用品商品339|3M汽车用品商品278|米其林汽车用品商品745|3M汽车用品商品342|卡仕达汽车用品商品144
3062,U000312,0.1154,0.166668,低意向,食品生鲜,高性价比优惠池,P000995|P001113|P000246|P001573|P000063,良品铺子食品生鲜商品230|三只松鼠食品生鲜商品425|蒙牛食品生鲜商品866|百草味食品生鲜商品634|百草味食品生鲜商品504
3063,U000124,0.1153,0.154805,低意向,手机数码,高性价比优惠池,P000518|P000173|P000438|P001705|P000874,一加手机数码商品882|OPPO手机数码商品663|OPPO手机数码商品771|苹果手机数码商品445|苹果手机数码商品704
3064,U000931,0.1153,0.169006,低意向,服装鞋包,高性价比优惠池,P001581|P001100|P000662|P001462|P000338,耐克服装鞋包商品711|H&M服装鞋包商品119|海澜之家服装鞋包商品964|耐克服装鞋包商品391|H&M服装鞋包商品587
3065,U003047,0.1153,0.172473,低意向,手机数码,高性价比优惠池,P000518|P000173|P000438|P001705|P000874,一加手机数码商品882|OPPO手机数码商品663|OPPO手机数码商品771|苹果手机数码商品445|苹果手机数码商品704
3066,U003924,0.115,0.169463,低意向,食品生鲜,高性价比优惠池,P000995|P001113|P000246|P001573|P000063,良品铺子食品生鲜商品230|三只松鼠食品生鲜商品425|蒙牛食品生鲜商品866|百草味食品生鲜商品634|百草味食品生鲜商品504
3067,U004812,0.115,0.270527,低意向,运动户外,高性价比优惠池,P001637|P001804|P001967|P000194|P000210,李宁运动户外商品816|李宁运动户外商品353|探路者运动户外商品827|始祖鸟运动户外商品528|安踏运动户外商品113
3068,U002876,0.1148,0.167361,低意向,家居家装,高性价比优惠池,P001900|P001343|P000229|P001466|P001151,顾家家居家居家装商品551|曲美家居家装商品469|顾家家居家居家装商品198|马可波罗家居家装商品613|宜家家居家装商品838
3069,U000045,0.1146,0.164446,低意向,图书音像,高性价比优惠池,P001855|P001112|P000053|P001974|P001212,京东图书图书音像商品377|中信出版社图书音像商品870|京东图书图书音像商品199|博库网图书音像商品353|新华书店图书音像商品518
3070,U000840,0.1146,0.170443,低意向,家用电器,高性价比优惠池,P001338|P000409|P001480|P001850|P001635,苏泊尔家用电器商品596|苏泊尔家用电器商品852|戴森家用电器商品536|戴森家用电器商品883|西门子家用电器商品795
3071,U004895,0.1146,0.171624,低意向,食品生鲜,高性价比优惠池,P000995|P001113|P000246|P001573|P000063,良品铺子食品生鲜商品230|三只松鼠食品生鲜商品425|蒙牛食品生鲜商品866|百草味食品生鲜商品634|百草味食品生鲜商品504
3072,U001406,0.1145,0.239936,低意向,医药保健,高性价比优惠池,P000765|P000827|P001891|P000351|P000793,善存医药保健商品608|Swisse医药保健商品414|Swisse医药保健商品235|汤臣倍健医药保健商品112|九芝堂医药保健商品478
3073,U001601,0.1145,0.254225,低意向,箱包配饰,高性价比优惠池,P000702|P001253|P001930|P000361|P000987,LV箱包配饰商品940|Samsonite箱包配饰商品380|Samsonite箱包配饰商品997|GUCCI箱包配饰商品904|Samsonite箱包配饰商品467
3074,U001786,0.1145,0.167928,低意向,医药保健,高性价比优惠池,P000765|P000827|P001891|P000351|P000793,善存医药保健商品608|Swisse医药保健商品414|Swisse医药保健商品235|汤臣倍健医药保健商品112|九芝堂医药保健商品478
3075,U003100,0.1145,0.159274,低意向,家用电器,高性价比优惠池,P001338|P000409|P001480|P001850|P001635,苏泊尔家用电器商品596|苏泊尔家用电器商品852|戴森家用电器商品536|戴森家用电器商品883|西门子家用电器商品795
3076,U003537,0.1145,0.162469,低意向,珠宝首饰,高性价比优惠池,P000974|P000711|P001945|P000774|P001226,明牌珠宝首饰商品793|老凤祥珠宝首饰商品116|老凤祥珠宝首饰商品246|周大福珠宝首饰商品251|潮宏基珠宝首饰商品314
3077,U004373,0.1145,0.15927,低意向,服装鞋包,高性价比优惠池,P001581|P001100|P000662|P001462|P000338,耐克服装鞋包商品711|H&M服装鞋包商品119|海澜之家服装鞋包商品964|耐克服装鞋包商品391|H&M服装鞋包商品587
3078,U000249,0.1144,0.232984,低意向,医药保健,高性价比优惠池,P000765|P000827|P001891|P000351|P000793,善存医药保健商品608|Swisse医药保健商品414|Swisse医药保健商品235|汤臣倍健医药保健商品112|九芝堂医药保健商品478
3079,U002056,0.1143,0.157152,低意向,图书音像,高性价比优惠池,P001855|P001112|P000053|P001974|P001212,京东图书图书音像商品377|中信出版社图书音像商品870|京东图书图书音像商品199|博库网图书音像商品353|新华书店图书音像商品518
3080,U000668,0.1142,0.160348,低意向,服装鞋包,高性价比优惠池,P001581|P001100|P000662|P001462|P000338,耐克服装鞋包商品711|H&M服装鞋包商品119|海澜之家服装鞋包商品964|耐克服装鞋包商品391|H&M服装鞋包商品587
3081,U000365,0.1141,0.164227,低意向,箱包配饰,高性价比优惠池,P000702|P001253|P001930|P000361|P000987,LV箱包配饰商品940|Samsonite箱包配饰商品380|Samsonite箱包配饰商品997|GUCCI箱包配饰商品904|Samsonite箱包配饰商品467
3082,U001982,0.1141,0.1596,低意向,图书音像,高性价比优惠池,P001855|P001112|P000053|P001974|P001212,京东图书图书音像商品377|中信出版社图书音像商品870|京东图书图书音像商品199|博库网图书音像商品353|新华书店图书音像商品518
3083,U001400,0.114,0.152264,低意向,食品生鲜,高性价比优惠池,P000995|P001113|P000246|P001573|P000063,良品铺子食品生鲜商品230|三只松鼠食品生鲜商品425|蒙牛食品生鲜商品866|百草味食品生鲜商品634|百草味食品生鲜商品504
3084,U002999,0.114,0.170786,低意向,母婴用品,高性价比优惠池,P001683|P000635|P001865|P000991|P001946,帮宝适母婴用品商品297|贝因美母婴用品商品691|贝因美母婴用品商品921|帮宝适母婴用品商品195|花王母婴用品商品688
3085,U003097,0.114,0.161305,低意向,宠物用品,高性价比优惠池,P000174|P001336|P001123|P000231|P001759,麦富迪宠物用品商品180|比瑞吉宠物用品商品181|麦富迪宠物用品商品699|pidan宠物用品商品955|网易严选宠物用品商品408
3086,U003865,0.1139,0.260188,低意向,家居家装,高性价比优惠池,P001900|P001343|P000229|P001466|P001151,顾家家居家居家装商品551|曲美家居家装商品469|顾家家居家居家装商品198|马可波罗家居家装商品613|宜家家居家装商品838
3087,U004020,0.1139,0.168858,低意向,图书音像,高性价比优惠池,P001855|P001112|P000053|P001974|P001212,京东图书图书音像商品377|中信出版社图书音像商品870|京东图书图书音像商品199|博库网图书音像商品353|新华书店图书音像商品518
3088,U000654,0.1138,0.243117,低意向,家居家装,高性价比优惠池,P001900|P001343|P000229|P001466|P001151,顾家家居家居家装商品551|曲美家居家装商品469|顾家家居家居家装商品198|马可波罗家居家装商品613|宜家家居家装商品838
3089,U001118,0.1138,0.229942,低意向,服装鞋包,高性价比优惠池,P001581|P001100|P000662|P001462|P000338,耐克服装鞋包商品711|H&M服装鞋包商品119|海澜之家服装鞋包商品964|耐克服装鞋包商品391|H&M服装鞋包商品587
3090,U000460,0.1137,0.149696,低意向,服装鞋包,高性价比优惠池,P001581|P001100|P000662|P001462|P000338,耐克服装鞋包商品711|H&M服装鞋包商品119|海澜之家服装鞋包商品964|耐克服装鞋包商品391|H&M服装鞋包商品587
3091,U003345,0.1136,0.160845,低意向,宠物用品,高性价比优惠池,P000174|P001336|P001123|P000231|P001759,麦富迪宠物用品商品180|比瑞吉宠物用品商品181|麦富迪宠物用品商品699|pidan宠物用品商品955|网易严选宠物用品商品408
3092,U002086,0.1135,0.165394,低意向,母婴用品,高性价比优惠池,P001683|P000635|P001865|P000991|P001946,帮宝适母婴用品商品297|贝因美母婴用品商品691|贝因美母婴用品商品921|帮宝适母婴用品商品195|花王母婴用品商品688
3093,U003550,0.1135,0.160045,低意向,手机数码,高性价比优惠池,P000518|P000173|P000438|P001705|P000874,一加手机数码商品882|OPPO手机数码商品663|OPPO手机数码商品771|苹果手机数码商品445|苹果手机数码商品704
3094,U000179,0.1134,0.172433,低意向,礼品鲜花,高性价比优惠池,P000831|P000680|P001029|P000319|P000890,Roseonly礼品鲜花商品580|施华洛世奇礼品鲜花商品208|野兽派礼品鲜花商品389|施华洛世奇礼品鲜花商品633|潘多拉礼品鲜花商品586
3095,U003374,0.1134,0.163803,低意向,宠物用品,高性价比优惠池,P000174|P001336|P001123|P000231|P001759,麦富迪宠物用品商品180|比瑞吉宠物用品商品181|麦富迪宠物用品商品699|pidan宠物用品商品955|网易严选宠物用品商品408
3096,U004406,0.1134,0.269463,低意向,宠物用品,高性价比优惠池,P000174|P001336|P001123|P000231|P001759,麦富迪宠物用品商品180|比瑞吉宠物用品商品181|麦富迪宠物用品商品699|pidan宠物用品商品955|网易严选宠物用品商品408
3097,U000967,0.1133,0.166148,低意向,箱包配饰,高性价比优惠池,P000702|P001253|P001930|P000361|P000987,LV箱包配饰商品940|Samsonite箱包配饰商品380|Samsonite箱包配饰商品997|GUCCI箱包配饰商品904|Samsonite箱包配饰商品467
3098,U003774,0.1133,0.26221,低意向,宠物用品,高性价比优惠池,P000174|P001336|P001123|P000231|P001759,麦富迪宠物用品商品180|比瑞吉宠物用品商品181|麦富迪宠物用品商品699|pidan宠物用品商品955|网易严选宠物用品商品408
3099,U004048,0.1133,0.158825,低意向,母婴用品,高性价比优惠池,P001683|P000635|P001865|P000991|P001946,帮宝适母婴用品商品297|贝因美母婴用品商品691|贝因美母婴用品商品921|帮宝适母婴用品商品195|花王母婴用品商品688
3100,U004685,0.1133,0.233369,低意向,宠物用品,高性价比优惠池,P000174|P001336|P001123|P000231|P001759,麦富迪宠物用品商品180|比瑞吉宠物用品商品181|麦富迪宠物用品商品699|pidan宠物用品商品955|网易严选宠物用品商品408
3101,U000644,0.1132,0.257544,低意向,医药保健,高性价比优惠池,P000765|P000827|P001891|P000351|P000793,善存医药保健商品608|Swisse医药保健商品414|Swisse医药保健商品235|汤臣倍健医药保健商品112|九芝堂医药保健商品478
3102,U000122,0.1131,0.166333,低意向,食品生鲜,高性价比优惠池,P000995|P001113|P000246|P001573|P000063,良品铺子食品生鲜商品230|三只松鼠食品生鲜商品425|蒙牛食品生鲜商品866|百草味食品生鲜商品634|百草味食品生鲜商品504
3103,U000863,0.1131,0.259843,低意向,美妆护肤,高性价比优惠池,P001748|P000034|P001010|P000095|P001810,完美日记美妆护肤商品797|雅诗兰黛美妆护肤商品818|雅诗兰黛美妆护肤商品295|欧莱雅美妆护肤商品977|欧莱雅美妆护肤商品587
3104,U001038,0.1131,0.16196,低意向,美妆护肤,高性价比优惠池,P001748|P000034|P001010|P000095|P001810,完美日记美妆护肤商品797|雅诗兰黛美妆护肤商品818|雅诗兰黛美妆护肤商品295|欧莱雅美妆护肤商品977|欧莱雅美妆护肤商品587
3105,U000898,0.1129,0.26016,低意向,家居家装,高性价比优惠池,P001900|P001343|P000229|P001466|P001151,顾家家居家居家装商品551|曲美家居家装商品469|顾家家居家居家装商品198|马可波罗家居家装商品613|宜家家居家装商品838
3106,U000245,0.1128,0.16262,低意向,汽车用品,高性价比优惠池,P001350|P001831|P000932|P001413|P001281,海康威视汽车用品商品339|3M汽车用品商品278|米其林汽车用品商品745|3M汽车用品商品342|卡仕达汽车用品商品144
3107,U002442,0.1127,0.158081,低意向,箱包配饰,高性价比优惠池,P000702|P001253|P001930|P000361|P000987,LV箱包配饰商品940|Samsonite箱包配饰商品380|Samsonite箱包配饰商品997|GUCCI箱包配饰商品904|Samsonite箱包配饰商品467
3108,U002457,0.1127,0.263859,低意向,家居家装,高性价比优惠池,P001900|P001343|P000229|P001466|P001151,顾家家居家居家装商品551|曲美家居家装商品469|顾家家居家居家装商品198|马可波罗家居家装商品613|宜家家居家装商品838
3109,U002902,0.1127,0.174862,低意向,手机数码,高性价比优惠池,P000518|P000173|P000438|P001705|P000874,一加手机数码商品882|OPPO手机数码商品663|OPPO手机数码商品771|苹果手机数码商品445|苹果手机数码商品704
3110,U003404,0.1127,0.266162,低意向,箱包配饰,高性价比优惠池,P000702|P001253|P001930|P000361|P000987,LV箱包配饰商品940|Samsonite箱包配饰商品380|Samsonite箱包配饰商品997|GUCCI箱包配饰商品904|Samsonite箱包配饰商品467
3111,U000682,0.1126,0.261676,低意向,服装鞋包,高性价比优惠池,P001581|P001100|P000662|P001462|P000338,耐克服装鞋包商品711|H&M服装鞋包商品119|海澜之家服装鞋包商品964|耐克服装鞋包商品391|H&M服装鞋包商品587
3112,U000732,0.1125,0.249231,低意向,图书音像,高性价比优惠池,P001855|P001112|P000053|P001974|P001212,京东图书图书音像商品377|中信出版社图书音像商品870|京东图书图书音像商品199|博库网图书音像商品353|新华书店图书音像商品518
3113,U001431,0.1125,0.153166,低意向,食品生鲜,高性价比优惠池,P000995|P001113|P000246|P001573|P000063,良品铺子食品生鲜商品230|三只松鼠食品生鲜商品425|蒙牛食品生鲜商品866|百草味食品生鲜商品634|百草味食品生鲜商品504
3114,U001969,0.1125,0.175807,低意向,手机数码,高性价比优惠池,P000518|P000173|P000438|P001705|P000874,一加手机数码商品882|OPPO手机数码商品663|OPPO手机数码商品771|苹果手机数码商品445|苹果手机数码商品704
3115,U001615,0.1124,0.230031,低意向,家用电器,高性价比优惠池,P001338|P000409|P001480|P001850|P001635,苏泊尔家用电器商品596|苏泊尔家用电器商品852|戴森家用电器商品536|戴森家用电器商品883|西门子家用电器商品795
3116,U004174,0.1124,0.284391,低意向,珠宝首饰,高性价比优惠池,P000974|P000711|P001945|P000774|P001226,明牌珠宝首饰商品793|老凤祥珠宝首饰商品116|老凤祥珠宝首饰商品246|周大福珠宝首饰商品251|潮宏基珠宝首饰商品314
3117,U004647,0.1124,0.175266,低意向,家居家装,高性价比优惠池,P001900|P001343|P000229|P001466|P001151,顾家家居家居家装商品551|曲美家居家装商品469|顾家家居家居家装商品198|马可波罗家居家装商品613|宜家家居家装商品838
3118,U000293,0.1123,0.165427,低意向,箱包配饰,高性价比优惠池,P000702|P001253|P001930|P000361|P000987,LV箱包配饰商品940|Samsonite箱包配饰商品380|Samsonite箱包配饰商品997|GUCCI箱包配饰商品904|Samsonite箱包配饰商品467
3119,U000452,0.1123,0.15603,低意向,宠物用品,高性价比优惠池,P000174|P001336|P001123|P000231|P001759,麦富迪宠物用品商品180|比瑞吉宠物用品商品181|麦富迪宠物用品商品699|pidan宠物用品商品955|网易严选宠物用品商品408
3120,U002935,0.1122,0.278127,低意向,汽车用品,高性价比优惠池,P001350|P001831|P000932|P001413|P001281,海康威视汽车用品商品339|3M汽车用品商品278|米其林汽车用品商品745|3M汽车用品商品342|卡仕达汽车用品商品144
3121,U004444,0.1122,0.256819,低意向,箱包配饰,高性价比优惠池,P000702|P001253|P001930|P000361|P000987,LV箱包配饰商品940|Samsonite箱包配饰商品380|Samsonite箱包配饰商品997|GUCCI箱包配饰商品904|Samsonite箱包配饰商品467
3122,U001440,0.1121,0.147691,低意向,家居家装,高性价比优惠池,P001900|P001343|P000229|P001466|P001151,顾家家居家居家装商品551|曲美家居家装商品469|顾家家居家居家装商品198|马可波罗家居家装商品613|宜家家居家装商品838
3123,U002053,0.1121,0.250954,低意向,美妆护肤,高性价比优惠池,P001748|P000034|P001010|P000095|P001810,完美日记美妆护肤商品797|雅诗兰黛美妆护肤商品818|雅诗兰黛美妆护肤商品295|欧莱雅美妆护肤商品977|欧莱雅美妆护肤商品587
3124,U002679,0.1119,0.167103,低意向,珠宝首饰,高性价比优惠池,P000974|P000711|P001945|P000774|P001226,明牌珠宝首饰商品793|老凤祥珠宝首饰商品116|老凤祥珠宝首饰商品246|周大福珠宝首饰商品251|潮宏基珠宝首饰商品314
3125,U001361,0.1117,0.257693,低意向,宠物用品,高性价比优惠池,P000174|P001336|P001123|P000231|P001759,麦富迪宠物用品商品180|比瑞吉宠物用品商品181|麦富迪宠物用品商品699|pidan宠物用品商品955|网易严选宠物用品商品408
3126,U004851,0.1117,0.16347,低意向,汽车用品,高性价比优惠池,P001350|P001831|P000932|P001413|P001281,海康威视汽车用品商品339|3M汽车用品商品278|米其林汽车用品商品745|3M汽车用品商品342|卡仕达汽车用品商品144
3127,U000693,0.1116,0.162264,低意向,箱包配饰,高性价比优惠池,P000702|P001253|P001930|P000361|P000987,LV箱包配饰商品940|Samsonite箱包配饰商品380|Samsonite箱包配饰商品997|GUCCI箱包配饰商品904|Samsonite箱包配饰商品467
3128,U002560,0.1116,0.243722,低意向,美妆护肤,高性价比优惠池,P001748|P000034|P001010|P000095|P001810,完美日记美妆护肤商品797|雅诗兰黛美妆护肤商品818|雅诗兰黛美妆护肤商品295|欧莱雅美妆护肤商品977|欧莱雅美妆护肤商品587
3129,U004237,0.1116,0.153634,低意向,箱包配饰,高性价比优惠池,P000702|P001253|P001930|P000361|P000987,LV箱包配饰商品940|Samsonite箱包配饰商品380|Samsonite箱包配饰商品997|GUCCI箱包配饰商品904|Samsonite箱包配饰商品467
3130,U000994,0.1115,0.169315,低意向,图书音像,高性价比优惠池,P001855|P001112|P000053|P001974|P001212,京东图书图书音像商品377|中信出版社图书音像商品870|京东图书图书音像商品199|博库网图书音像商品353|新华书店图书音像商品518
3131,U001079,0.1115,0.153416,低意向,礼品鲜花,高性价比优惠池,P000831|P000680|P001029|P000319|P000890,Roseonly礼品鲜花商品580|施华洛世奇礼品鲜花商品208|野兽派礼品鲜花商品389|施华洛世奇礼品鲜花商品633|潘多拉礼品鲜花商品586
3132,U002851,0.1115,0.242383,低意向,服装鞋包,高性价比优惠池,P001581|P001100|P000662|P001462|P000338,耐克服装鞋包商品711|H&M服装鞋包商品119|海澜之家服装鞋包商品964|耐克服装鞋包商品391|H&M服装鞋包商品587
3133,U001713,0.1114,0.148591,低意向,医药保健,高性价比优惠池,P000765|P000827|P001891|P000351|P000793,善存医药保健商品608|Swisse医药保健商品414|Swisse医药保健商品235|汤臣倍健医药保健商品112|九芝堂医药保健商品478
3134,U001946,0.1114,0.253439,低意向,运动户外,高性价比优惠池,P001637|P001804|P001967|P000194|P000210,李宁运动户外商品816|李宁运动户外商品353|探路者运动户外商品827|始祖鸟运动户外商品528|安踏运动户外商品113
3135,U003022,0.1113,0.232225,低意向,美妆护肤,高性价比优惠池,P001748|P000034|P001010|P000095|P001810,完美日记美妆护肤商品797|雅诗兰黛美妆护肤商品818|雅诗兰黛美妆护肤商品295|欧莱雅美妆护肤商品977|欧莱雅美妆护肤商品587
3136,U003089,0.1113,0.149825,低意向,汽车用品,高性价比优惠池,P001350|P001831|P000932|P001413|P001281,海康威视汽车用品商品339|3M汽车用品商品278|米其林汽车用品商品745|3M汽车用品商品342|卡仕达汽车用品商品144
3137,U004616,0.1111,0.244119,低意向,母婴用品,高性价比优惠池,P001683|P000635|P001865|P000991|P001946,帮宝适母婴用品商品297|贝因美母婴用品商品691|贝因美母婴用品商品921|帮宝适母婴用品商品195|花王母婴用品商品688
3138,U001508,0.111,0.262698,低意向,家居家装,高性价比优惠池,P001900|P001343|P000229|P001466|P001151,顾家家居家居家装商品551|曲美家居家装商品469|顾家家居家居家装商品198|马可波罗家居家装商品613|宜家家居家装商品838
3139,U002074,0.111,0.261376,低意向,珠宝首饰,高性价比优惠池,P000974|P000711|P001945|P000774|P001226,明牌珠宝首饰商品793|老凤祥珠宝首饰商品116|老凤祥珠宝首饰商品246|周大福珠宝首饰商品251|潮宏基珠宝首饰商品314
3140,U002725,0.111,0.153603,低意向,母婴用品,高性价比优惠池,P001683|P000635|P001865|P000991|P001946,帮宝适母婴用品商品297|贝因美母婴用品商品691|贝因美母婴用品商品921|帮宝适母婴用品商品195|花王母婴用品商品688
3141,U000374,0.1109,0.257348,低意向,食品生鲜,高性价比优惠池,P000995|P001113|P000246|P001573|P000063,良品铺子食品生鲜商品230|三只松鼠食品生鲜商品425|蒙牛食品生鲜商品866|百草味食品生鲜商品634|百草味食品生鲜商品504
3142,U004699,0.1109,0.148216,低意向,宠物用品,高性价比优惠池,P000174|P001336|P001123|P000231|P001759,麦富迪宠物用品商品180|比瑞吉宠物用品商品181|麦富迪宠物用品商品699|pidan宠物用品商品955|网易严选宠物用品商品408
3143,U002094,0.1108,0.248278,低意向,家用电器,高性价比优惠池,P001338|P000409|P001480|P001850|P001635,苏泊尔家用电器商品596|苏泊尔家用电器商品852|戴森家用电器商品536|戴森家用电器商品883|西门子家用电器商品795
3144,U002783,0.1106,0.157235,低意向,家居家装,高性价比优惠池,P001900|P001343|P000229|P001466|P001151,顾家家居家居家装商品551|曲美家居家装商品469|顾家家居家居家装商品198|马可波罗家居家装商品613|宜家家居家装商品838
3145,U002622,0.1105,0.156191,低意向,礼品鲜花,高性价比优惠池,P000831|P000680|P001029|P000319|P000890,Roseonly礼品鲜花商品580|施华洛世奇礼品鲜花商品208|野兽派礼品鲜花商品389|施华洛世奇礼品鲜花商品633|潘多拉礼品鲜花商品586
3146,U000474,0.1104,0.16008,低意向,食品生鲜,高性价比优惠池,P000995|P001113|P000246|P001573|P000063,良品铺子食品生鲜商品230|三只松鼠食品生鲜商品425|蒙牛食品生鲜商品866|百草味食品生鲜商品634|百草味食品生鲜商品504
3147,U002415,0.1104,0.271012,低意向,母婴用品,高性价比优惠池,P001683|P000635|P001865|P000991|P001946,帮宝适母婴用品商品297|贝因美母婴用品商品691|贝因美母婴用品商品921|帮宝适母婴用品商品195|花王母婴用品商品688
3148,U000260,0.1103,0.246603,低意向,汽车用品,高性价比优惠池,P001350|P001831|P000932|P001413|P001281,海康威视汽车用品商品339|3M汽车用品商品278|米其林汽车用品商品745|3M汽车用品商品342|卡仕达汽车用品商品144
3149,U000848,0.1103,0.14899,低意向,家用电器,高性价比优惠池,P001338|P000409|P001480|P001850|P001635,苏泊尔家用电器商品596|苏泊尔家用电器商品852|戴森家用电器商品536|戴森家用电器商品883|西门子家用电器商品795
3150,U002869,0.1103,0.157253,低意向,美妆护肤,高性价比优惠池,P001748|P000034|P001010|P000095|P001810,完美日记美妆护肤商品797|雅诗兰黛美妆护肤商品818|雅诗兰黛美妆护肤商品295|欧莱雅美妆护肤商品977|欧莱雅美妆护肤商品587
3151,U001327,0.1101,0.168767,低意向,家用电器,高性价比优惠池,P001338|P000409|P001480|P001850|P001635,苏泊尔家用电器商品596|苏泊尔家用电器商品852|戴森家用电器商品536|戴森家用电器商品883|西门子家用电器商品795
3152,U003024,0.1101,0.153084,低意向,珠宝首饰,高性价比优惠池,P000974|P000711|P001945|P000774|P001226,明牌珠宝首饰商品793|老凤祥珠宝首饰商品116|老凤祥珠宝首饰商品246|周大福珠宝首饰商品251|潮宏基珠宝首饰商品314
3153,U003707,0.11,0.162639,低意向,母婴用品,高性价比优惠池,P001683|P000635|P001865|P000991|P001946,帮宝适母婴用品商品297|贝因美母婴用品商品691|贝因美母婴用品商品921|帮宝适母婴用品商品195|花王母婴用品商品688
3154,U002929,0.1098,0.156967,低意向,图书音像,高性价比优惠池,P001855|P001112|P000053|P001974|P001212,京东图书图书音像商品377|中信出版社图书音像商品870|京东图书图书音像商品199|博库网图书音像商品353|新华书店图书音像商品518
3155,U004011,0.1098,0.162131,低意向,箱包配饰,高性价比优惠池,P000702|P001253|P001930|P000361|P000987,LV箱包配饰商品940|Samsonite箱包配饰商品380|Samsonite箱包配饰商品997|GUCCI箱包配饰商品904|Samsonite箱包配饰商品467
3156,U004344,0.1097,0.162698,低意向,医药保健,高性价比优惠池,P000765|P000827|P001891|P000351|P000793,善存医药保健商品608|Swisse医药保健商品414|Swisse医药保健商品235|汤臣倍健医药保健商品112|九芝堂医药保健商品478
3157,U003346,0.1096,0.157786,低意向,箱包配饰,高性价比优惠池,P000702|P001253|P001930|P000361|P000987,LV箱包配饰商品940|Samsonite箱包配饰商品380|Samsonite箱包配饰商品997|GUCCI箱包配饰商品904|Samsonite箱包配饰商品467
3158,U004496,0.1096,0.168979,低意向,家居家装,高性价比优惠池,P001900|P001343|P000229|P001466|P001151,顾家家居家居家装商品551|曲美家居家装商品469|顾家家居家居家装商品198|马可波罗家居家装商品613|宜家家居家装商品838
3159,U000862,0.1095,0.151191,低意向,医药保健,高性价比优惠池,P000765|P000827|P001891|P000351|P000793,善存医药保健商品608|Swisse医药保健商品414|Swisse医药保健商品235|汤臣倍健医药保健商品112|九芝堂医药保健商品478
3160,U001302,0.1095,0.160644,低意向,医药保健,高性价比优惠池,P000765|P000827|P001891|P000351|P000793,善存医药保健商品608|Swisse医药保健商品414|Swisse医药保健商品235|汤臣倍健医药保健商品112|九芝堂医药保健商品478
3161,U003515,0.1095,0.160836,低意向,宠物用品,高性价比优惠池,P000174|P001336|P001123|P000231|P001759,麦富迪宠物用品商品180|比瑞吉宠物用品商品181|麦富迪宠物用品商品699|pidan宠物用品商品955|网易严选宠物用品商品408
3162,U000055,0.1094,0.149686,低意向,礼品鲜花,高性价比优惠池,P000831|P000680|P001029|P000319|P000890,Roseonly礼品鲜花商品580|施华洛世奇礼品鲜花商品208|野兽派礼品鲜花商品389|施华洛世奇礼品鲜花商品633|潘多拉礼品鲜花商品586
3163,U001257,0.1094,0.137864,低意向,服装鞋包,高性价比优惠池,P001581|P001100|P000662|P001462|P000338,耐克服装鞋包商品711|H&M服装鞋包商品119|海澜之家服装鞋包商品964|耐克服装鞋包商品391|H&M服装鞋包商品587
